,SPY,IWM,VTV,VUG,MTUM,USMV,QUAL,VYM,SPHQ,VLUE,PDP
2016-04-04,206.25,110.1900024414062,82.4000015258789,107.0599975585938,73.52999877929688,44.22000122070312,65.88999938964844,69.12000274658203,24.73999977111816,61.02999877929688,40.7400016784668
2016-04-05,204.1900024414062,108.9400024414062,81.62999725341797,106.0800018310547,72.7699966430664,43.84999847412109,65.43000030517578,68.48999786376953,24.63999938964844,60.40000152587891,40.43999862670898
2016-04-06,206.4199981689453,110.1699981689453,82.33999633789062,107.4400024414062,73.66999816894531,44.16999816894531,66.05000305175781,69.04000091552734,24.8799991607666,61.04000091552734,40.79000091552734
2016-04-07,203.9499969482422,108.6800003051758,81.37000274658203,106.1800003051758,72.95999908447266,43.88000106811523,65.33999633789062,68.4000015258789,24.64999961853027,60.18000030517578,40.38999938964844
2016-04-08,204.5,109.1100006103516,81.66999816894531,106.3199996948242,72.83999633789062,43.97999954223633,65.5,68.63999938964844,24.70000076293945,60.34000015258789,40.5
2016-04-11,204.0200042724609,108.7699966430664,81.5999984741211,105.8600006103516,72.38999938964844,43.81000137329102,65.33000183105469,68.51000213623047,24.61000061035156,60.25,40.22000122070312
2016-04-12,205.9199981689453,109.9400024414062,82.43000030517578,106.7300033569336,72.80999755859375,44.08000183105469,65.91999816894531,69.1500015258789,24.79999923706055,60.86000061035156,40.47999954223633
2016-04-13,208.0,112.3099975585938,83.36000061035156,107.7900009155273,73.22000122070312,44.09000015258789,66.47000122070312,69.66000366210938,24.95999908447266,61.81000137329102,40.86999893188477
2016-04-14,208.0099945068359,112.1699981689453,83.37999725341797,107.7399978637695,73.1500015258789,44.0099983215332,66.44000244140625,69.61000061035156,24.95000076293945,61.7400016784668,40.77000045776367
2016-04-15,207.7799987792969,112.4499969482422,83.27999877929688,107.5999984741211,73.31999969482422,44.13999938964844,66.44999694824219,69.56999969482422,25.02000045776367,61.52000045776367,40.93999862670898
2016-04-18,209.2400054931641,113.3000030517578,83.88999938964844,108.25,73.8499984741211,44.45000076293945,66.86000061035156,70.05999755859375,25.19000053405762,62.02000045776367,41.20000076293945
2016-04-19,209.8999938964844,113.3899993896484,84.55000305175781,108.129997253418,73.58999633789062,44.54000091552734,67.01000213623047,70.44999694824219,25.14999961853027,62.58000183105469,41.15999984741211
2016-04-20,210.1000061035156,113.5599975585938,84.69000244140625,108.0599975585938,73.72000122070312,44.29000091552734,66.95999908447266,70.29000091552734,25.14999961853027,63.0,41.15000152587891
2016-04-21,208.9700012207031,112.9899978637695,84.11000061035156,107.7900009155273,73.23999786376953,43.7599983215332,66.56999969482422,69.76000213623047,25.07999992370605,62.68000030517578,40.72000122070312
2016-04-22,208.9700012207031,114.1100006103516,84.33999633789062,107.5100021362305,72.7699966430664,43.90000152587891,66.51000213623047,69.87000274658203,25.06999969482422,63.02000045776367,40.81999969482422
2016-04-25,208.6100006103516,113.3000030517578,84.08000183105469,107.4000015258789,72.9000015258789,44.0,66.45999908447266,69.80000305175781,25.06999969482422,62.72999954223633,40.77999877929688
2016-04-26,208.9199981689453,114.4100036621094,84.41999816894531,107.3899993896484,72.81999969482422,43.97000122070312,66.55999755859375,69.98999786376953,25.11000061035156,63.04999923706055,40.95999908447266
2016-04-27,209.3500061035156,114.8099975585938,84.93000030517578,107.0800018310547,72.80999755859375,44.11999893188477,66.5999984741211,70.4000015258789,25.21999931335449,63.38999938964844,41.02000045776367
2016-04-28,207.4499969482422,113.5,84.12000274658203,106.120002746582,72.5199966430664,43.91999816894531,65.9800033569336,69.9000015258789,24.93000030517578,62.70000076293945,40.59000015258789
2016-04-29,206.3300018310547,112.4800033569336,83.63999938964844,105.6100006103516,72.63999938964844,43.77000045776367,65.36000061035156,69.54000091552734,24.70000076293945,61.81000137329102,40.4900016784668
2016-05-02,207.9700012207031,113.4800033569336,84.18000030517578,106.5899963378906,73.55999755859375,44.15000152587891,65.94999694824219,69.95999908447266,24.88999938964844,62.02999877929688,40.84999847412109
2016-05-03,206.1600036621094,111.620002746582,83.33000183105469,105.7799987792969,73.05999755859375,44.0,65.43000030517578,69.37999725341797,24.71999931335449,61.31000137329102,40.59000015258789
2016-05-04,205.0099945068359,110.6999969482422,82.73999786376953,105.2399978637695,72.98999786376953,44.04999923706055,65.0199966430664,69.05000305175781,24.60000038146973,60.65999984741211,40.47999954223633
2016-05-05,204.9700012207031,110.2600021362305,82.73999786376953,105.2399978637695,72.87000274658203,44.08000183105469,65.05000305175781,69.01000213623047,24.6299991607666,60.5099983215332,40.54000091552734
2016-05-06,205.7200012207031,110.9100036621094,82.95999908447266,105.6600036621094,73.33000183105469,44.22000122070312,65.19999694824219,69.27999877929688,24.71999931335449,60.77999877929688,40.7599983215332
2016-05-09,205.8899993896484,111.2300033569336,82.81999969482422,106.1500015258789,73.8499984741211,44.40999984741211,65.33999633789062,69.26000213623047,24.80999946594238,60.63999938964844,41.04000091552734
2016-05-10,208.4499969482422,112.3499984741211,83.8499984741211,107.4100036621094,74.83999633789062,44.77999877929688,66.08000183105469,70.05999755859375,25.06999969482422,61.43000030517578,41.45999908447266
2016-05-11,206.5,110.9599990844727,83.33999633789062,106.1399993896484,74.02999877929688,44.40999984741211,65.37999725341797,69.66999816894531,24.75,60.79000091552734,41.09000015258789
2016-05-12,206.5599975585938,110.370002746582,83.37999725341797,106.0699996948242,74.20999908447266,44.54999923706055,65.51000213623047,69.81999969482422,24.79000091552734,60.56999969482422,41.27000045776367
2016-05-13,204.7599945068359,109.6399993896484,82.52999877929688,105.3399963378906,73.80000305175781,44.25,64.93000030517578,69.11000061035156,24.55999946594238,59.9900016784668,40.97000122070312
